Console,GameName,Score
SAT,Shining Force III Scenario 2 (Import) Review,8
SAT,Shining the Holy Ark Review,9
SAT,Street Fighter Collection Review,5
SAT,Scorcher Review,5
SAT,Roommate Ryoko (Import) Review,6
SAT,Resident Evil Review,7
SAT,Rampage World Tour Review,3
SAT,Super Puzzle Fighter II Turbo Review,7
SAT,Pro Pinball Review,5
SAT,Power Slave Review,5
SAT,Phantasy Star Collection (Import) Review,7
SAT,NHL All-Star Hockey 98 Review,6
SAT,NBA Live 98 Review,4
SAT,NBA Jam Extreme Review,4
SAT,NBA Action 98 Review,6
SAT,NASCAR 98 Review,6
SAT,Mortal Kombat Trilogy Review,6
SAT,Mega Man 8 Anniversary Collector's Edition Review,6
SAT,MechWarrior 2 Review,7
SAT,Maximum Force Review,4
SAT,Machine Head Review,5
SAT,Assault Suit Leynos 2 (Import) Review,7
SAT,Legend of Oasis Review,6
SAT,Last Bronx Review,4
SAT,Iron Man / X-O Manowar in Heavy Metal Review,5
SAT,Hyper 3D Pinball Review,5
SAT,House of the Dead Review,7
SAT,Herc's Adventures Review,7
SAT,Heir of Zendor Review,3
SAT,Gungriffon II (Import) Review,7
SAT,Groove On Fight (Import) Review,6
SAT,Grid Runner Review,7
SAT,Grandia (Import) Review,9
SAT,Fighting Vipers Review,8
SAT,Enemy Zero Review,5
SAT,Elevator Action 2 (Import) Review,5
SAT,Dragon Force 2 (Import) Review,7
SAT,Dracula X (Import) Review,8
SAT,Die Hard Trilogy Review,5
SAT,Die Hard Arcade Review,7
SAT,Dead or Alive (Import) Review,6
SAT,Dungeons & Dragons Collection (Import) Review,5
SAT,Daytona Championship Review,6
SAT,Dark Savior Review,6
SAT,Cyberbots (Import) Review,5
SAT,Crusader: No Remorse Review,7
SAT,CrimeWave Review,5
SAT,Capcom Generation 2 (Import) Review,7
SAT,Bust-A-Move 3 Review,6
SAT,Burning Rangers Review,6
SAT,Brain Dead 13 Review,3
SAT,Bottom of the 9th Review,5
SAT,Saturn Bomberman Review,7
SAT,Saturn Bomberman Fight!! (Import) Review,7
SAT,Blazing Dragons Review,5
SAT,Blast Chamber Review,5
SAT,Battle Monsters Review,4
SAT,Batman Forever The Arcade Game Review,5
SAT,Baku Baku Review,7
SAT,Arcade's Greatest Hits: The Atari Collection 1 Review,6
SAT,Alien Trilogy Review,7
SAT,Albert Odyssey: Legend of Eldean Review,7
SAT,All Japan Pro Wrestling Featuring Virtua (Import) Review,7
SAT,3D Baseball Review,7
PS,Zill O'll (Import) Review,4
PS,Zero Divide 2 (Import) Review,5
PS,X Games Pro Boarder Review,8
PS,Xevious 3D/G+ Review,6
PS,WWF In Your House Review,5
PS,Worms Armageddon Review,7
PS,Monaco Grand Prix Review,7
PS,World Cup 98 Review,8
PS,Wing Commander IV Review,8
PS,WCW vs. The World Review,6
PS,WCW Nitro Review,6
PS,Warpath: Jurassic Park Review,4
PS,Warhammer: Shadow of the Horned Rat  Review,3
PS,WarGames: Defcon 1 Review,7
PS,WarCraft II: The Dark Saga Review,7
PS,VR Soccer '96 Review,5
PS,VR Golf '97 Review,5
PS,VR Baseball 99 Review,5
PS,VR Baseball 97 Review,3
PS,V-Rally 2: Presented by Need For Speed Review,7
PS,Virtual Pool Review,7
PS,Vigilante 8 Review,8
PS,vib-ribbon (Import) Review,7
PS,Uprising X Review,6
PS,"Unholy War, The Review",7
PS,Umihara Kawase: Shun - Second Edition (Import) Review,7
PS,Ultraman Fighting Evolution (Import) Review,5
PS,Turbo Prop Racing Review,4
PS,Tunnel B1 Review,4
PS,Triple Play 2001 Review,8
PS,Triple Play 97 Review,8
PS,Triple Play 99 Review,7
PS,Triple Play 98 Review,7
PS,International Track and Field 2000 Review,6
PS,Toukon Retsuden 3 (Import) Review,6
PS,Toukon Retsuden 2 (Import) Review,7
PS,Toshinden Subaru (Import) Review,3
PS,Toshinden Kids (Nitoshinden) (Import) Review,2
PS,Battle Arena Toshinden 3 Review,7
PS,Tokyo Highway Battle Review,3
PS,Tobal No. 1 Review,7
PS,TNN Motor Sports Hardcore 4x4 Review,6
PS,TimeShock! Pro-Pinball Review,6
PS,Tigershark Review,5
PS,CyberTiger Review,5
PS,Thunder Force V Review,8
PS,Thrasher: Skate and Destroy Review,8
PS,Thunder Truck Rally Review,5
PS,Theme Hospital Review,7
PS,"Final Round, The Review",5
PS,Test Drive 5 Review,6
PS,Test Drive 4 Review,5
PS,Test Drive Off-Road Review,6
PS,Ten Pin Alley Review,7
PS,Tennis Arena Review,5
PS,Tenchu: Shinobi Hyakusen (Import) Review,5
PS,Tekken 2 Review,9
PS,Team Losi RC Racer Review,4
PS,Tail of the Sun Review,4
PS,Tail Concerto Review,6
PS,Tactics Ogre Review,7
PS,Syphon Filter 2 Review,6
PS,Syndicate Wars Review,5
PS,Supercross 2000 Review,4
PS,Superbike 2000 Review,3
PS,Street Fighter Alpha 2 Review,7
PS,Street Sk8er Review,4
PS,Street Racer Review,5
PS,Steel Harbinger Review,7
PS,Starwinder Review,4
PS,Star Gladiator Review,7
PS,South Park Rally Review,3
PS,Sports Car GT Review,3
PS,Speed Power Gunbike (Import) Review,6
PS,Speed Racer Review,4
PS,Space Invaders Review,3
PS,Soviet Strike Review,5
PS,South Park Review,1
PS,Soul Blade Review,8
PS,Soukaigi (Import) Review,5
PS,Sammy Sosa's Softball Slam  Review,3
PS,Smash Court 2 (Import) Review,8
PS,Small Soldiers Review,4
PS,Sled Storm Review,8
PS,Silhouette Mirage Review,4
PS,Shipwreckers! Review,6
PS,Shadow Madness Review,4
PS,Shanghai: True Valor Review,5
PS,Shadow Tower Review,3
PS,Shadow Man Review,4
PS,Shadow Master Review,7
PS,Street Fighter Collection 2 Review,7
PS,Sentinel Returns Review,7
PS,Sentient Review,7
PS,Scrabble Review,5
PS,San Francisco Rush Review,3
PS,Samurai Shodown III Review,6
PS,Rush Hour Review,6
PS,Rushdown Review,2
PS,Running Wild Review,6
PS,Rugrats: Search for Reptar Review,6
PS,R-Type Delta Review,8
PS,Romance of the Three Kingdoms VI: Awakening of the Dragon Review,6
PS,Rollaway Review,7
PS,NHL Rock the Rink Review,8
PS,Robotron X Review,7
PS,Road Rash 3D Review,7
PS,Shiritsu Justice Gakuen Nekketsu Seisyun Nikki 2 (Import) Review,7
PS,Rival Schools: United By Fate Review,7
PS,Rising Zan: The Samurai Gunman Review,6
PS,Resident Evil: Director's Cut Review,6
PS,Reloaded Review,3
PS,Red Asphalt Review,6
PS,Rebel Assault II Review,4
PS,Ridge Racer Revolution Review,5
PS,RC Stunt Copter Review,7
PS,Ray Tracers Review,5
PS,Rally Cross Review,7
PS,Rakugaki Showtime (Import) Review,7
PS,Rainbow Six Review,3
PS,Railroad Tycoon II Review,7
PS,Super Puzzle Fighter II Turbo Review,7
PS,Psychic Force 2 (Import) Review,6
PS,Psybadek Review,5
PS,Project: Horned Owl Review,5
PS,Project Overkill Review,4
PS,Pro 18: World Tour Golf Review,4
PS,Power Rangers Zeo Full Tilt Battle Pinball Review,5
PS,Powermove Pro Wrestling Review,6
PS,Porsche Challenge Review,5
PS,Populous: The Beginning Review,4
PS,Ultimate 8 Ball Review,6
PS,Pool Hustler Review,6
PS,Point Blank Review,7
PS,Pitfall 3D: Beyond the Jungle Review,7
PS,Pitball Review,7
PS,Star Wars: Episode I The Phantom Menace Review,4
PS,Peak Performance Review,6
PS,VR Sports Powerboat Racing Review,2
PS,Pandemonium Review,5
PS,Pandemonium 2 Review,7
PS,Pac-Man World Review,7
PS,Ogre Battle: Limited Edition Review,7
PS,Nuclear Strike Review,5
PS,NHL Powerplay '96 Review,5
PS,NHL Powerplay '98 Review,5
PS,NHL Open Ice Review,7
PS,NHL FaceOff '97 Review,7
PS,NHL FaceOff 99 Review,5
PS,NHL FaceOff 98 Review,5
PS,NHL Championship 2000 Review,7
PS,NHL Breakaway 98 Review,7
PS,NHL 2000 Review,9
PS,Nightmare Creatures Review,5
PS,NFL Quarterback Club 97 Review,5
PS,NFL Gameday '97 Review,8
PS,NFL Blitz Review,8
PS,"Next Tetris, The Review",7
PS,Newman/Haas Racing Review,7
PS,Nectaris: Military Madness Review,7
PS,NCAA March Madness 2000 Review,8
PS,NCAA GameBreaker 2000 Review,8
PS,NCAA Gamebreaker 99 Review,8
PS,NCAA Gamebreaker Review,5
PS,NCAA Basketball Final Four 97 Review,6
PS,NCAA Football 99 Review,7
PS,NCAA Football 98 Review,7
PS,NCAA Final Four 2000 Review,7
PS,NBA In The Zone '99 Review,4
PS,NBA In The Zone 2 Review,7
PS,NBA Shootout 2000 Review,8
PS,NBA ShootOut 98 Review,4
PS,NBA Shootout '97 Review,7
PS,NBA Live 98 Review,7
PS,NBA Live 97 Review,8
PS,NBA Jam Extreme Review,6
PS,NBA In The Zone '98 Review,5
PS,NBA Hangtime Review,5
PS,NBA Fastbreak '98 Review,7
PS,NASCAR Rumble Review,6
PS,NASCAR Racing Review,8
PS,NASCAR 99 Review,6
PS,NASCAR 98 Review,7
PS,NASCAR 2000 Review,7
PS,Namco Museum Volume 4 Review,4
PS,Namco Museum Volume 3 Review,5
PS,Namco Museum Volume 2 Review,7
PS,Namco Museum Volume 1 Review,6
PS,Nagano Winter Olympics '98 Review,3
PS,MTV Music Generator Review,7
PS,MTV Sports: Snowboarding Review,8
PS,Mobile Suit Z-Gundam (Import) Review,4
PS,No One Can Stop Mr. Domino! Review,6
PS,WCW/NWO Thunder Review,5
PS,Motor Toon Grand Prix Review,7
PS,Moto Racer Review,7
PS,Monster Rancher Review,8
PS,Monopoly Review,4
PS,Monkey Hero Review,3
PS,MLB Pennant Race Review,7
PS,MLB 2000 Review,8
PS,Mortal Kombat Trilogy Review,8
PS,Mortal Kombat Mythologies: Sub-Zero Review,7
PS,Missile Command Review,4
PS,Midnight Run (Import) Review,2
PS,Micro Machines V3 Review,5
PS,Mega Man Legends Review,7
PS,Rockman Battle & Chase (Import) Review,7
PS,MediEvil Review,8
PS,MechWarrior 2 Review,6
PS,Jeremy McGrath Supercross '98 Review,5
PS,Master of Monsters Review,4
PS,Maximum Force Review,4
PS,Mass Destruction Review,7
PS,Marvel Super Heroes Review,5
PS,NCAA March Madness '98 Review,6
PS,NCAA March Madness 99 Review,6
PS,Magical Drop F (Import) Review,7
PS,Madden NFL 97 Review,7
PS,Madden NFL 99 Review,8
PS,Madden NFL 98 Review,8
PS,Madden NFL 2000 Review,9
PS,Macross Digital Mission VF-X (Import) Review,4
PS,Machine Head Review,4
PS,Machine Hunter Review,4
PS,Lunar: Silver Star Story Complete Review,7
PS,Libero Grande (Import) Review,8
PS,Blood Omen: Legacy of Kain Review,7
PS,Professional Underground League of Pain Review,4
PS,Future Cop: L.A.P.D. Review,7
PS,Konami Arcade Classics Review,7
PS,KO the Live Boxing (Import) Review,2
PS,Knockout Kings Review,7
PS,Knockout Kings 2000 Review,7
PS,King's Field Review,6
PS,King Of Fighters 95 Review,5
PS,K-1 Revenge Review,5
PS,Jumping Flash! 2 Review,7
PS,Robbit Mon Dieu (Import) Review,5
PS,Judge Dredd Review,2
PS,Jet Moto 3 Review,7
PS,Jet Moto 2 Review,8
PS,Jersey Devil Review,5
PS,Irritating Stick Review,3
PS,Iron Man / X-O Manowar in Heavy Metal Review,5
PS,Invasion From Beyond Review,7
PS,Intellivision Game Classics Review,4
PS,Impact Racing Review,7
PS,Incredible Hulk: The Pantheon Saga Review,2
PS,Hot Shots Golf 2 Review,8
PS,Hot Shots Golf Review,8
SAT,X-Men vs. Street Fighter (Import) Review,7
SAT,Soukyugurentai (Import) Review,8
SAT,Scud Review,5
SAT,Sonic R Review,5
SAT,PGA Tour 97 Review,6
SAT,NFL 97 Review,4
SAT,Marvel Super Heroes vs. Street Fighter (Import) Review,7
SAT,Lunacy Review,5
SAT,Manx TT Super Bike Review,6
SAT,Loaded Review,6
SAT,Hexen Review,4
SAT,FIFA Road to World Cup 98 Review,7
SAT,D-Xhird (Import) Review,1
SAT,Casper Review,6
SAT,Area 51 Review,7
PS,You Don't Know Jack Review,7
PS,Xena: Warrior Princess Review,4
PS,WWF War Zone Review,8
PS,Warzone 2100 Review,6
PS,Vandal Hearts II Review,7
PS,Vigilante 8: Second Offense Review,7
PS,Trick'N Snowboarder Review,6
PS,Trap Gunner Review,7
PS,T.R.A.G. Review,5
PS,Triple Play 2000 Review,7
PS,Tomba! Review,8
PS,Tomba! 2 Review,8
PS,TOCA Touring Car Championship Review,7
PS,TOCA 2 Touring Car Challenge Review,5
PS,Tiger Woods 99 PGA Tour Golf Review,7
PS,Test Drive: Off-Road 3 Review,4
PS,Test Drive: Off-Road 2 Review,6
PS,Test Drive 6 Review,5
PS,Tarzan Review,7
PS,T'ai Fu: Wrath of the Tiger Review,6
PS,Streak Review,5
PS,NHL Blades of Steel 2000 Review,3
PS,Steel Reign Review,7
PS,Spawn the Eternal Review,1
PS,Spider: The Video Game Review,7
PS,Soul of the Samurai Review,5
PS,S.C.A.R.S. Review,7
PS,Army Men: Sarge's Heroes Review,3
PS,SaGa Frontier II Review,6
PS,Rampage 2: Universal Tour Review,4
PS,Ready 2 Rumble Boxing Review,7
PS,Road Rash: Jailbreak Review,7
PS,Rosco McQueen: Firefighter Extreme Review,5
PS,Riven: The Sequel to Myst Review,5
PS,Risk Review,7
PS,Ridge Racer Type 4 Review,8
PS,Re-Volt Review,4
PS,ReBoot Review,4
PS,Rat Attack Review,2
PS,Rascal Review,4
PS,Quake II Review,7
PS,Q*Bert Review,3
PS,Poy Poy Review,5
PS,Pong Review,4
PS,PGA Tour 97 Review,5
PS,One Review,7
PS,Or Die Trying (O.D.T.) Review,5
PS,No Fear Downhill Mountain Biking Review,5
PS,NHL 99 Review,8
PS,Ninja: Shadow  of Darkness Review,5
PS,NHL 98 Review,7
PS,NHL 97 Review,7
PS,Need For Speed: High Stakes Review,8
PS,Need for Speed: Porsche Unleashed Review,5
PS,Need For Speed II Review,7
PS,NFL Xtreme 2 Review,3
PS,Need for Speed III: Hot Pursuit Review,8
PS,N2O: Nitrous Oxide Review,4
PS,Myst Review,6
PS,Marvel Super Heroes vs. Street Fighter Review,5
PS,Monster Rancher 2 Review,8
PS,MLB 99 Review,6
PS,MLB '98 Review,6
PS,Killer Loop Review,6
PS,South Park: Chef's Luv Shack Review,3
PS,Bugs Bunny: Lost in Time Review,7
PS,Adventures of Lomax Review,7
PS,Alexi Lalas International Soccer Review,3
PS,Planet Laika (Import) Review,6
PS,Kensei: Sacred Fist Review,4
PS,K1 The Arena Fighters Review,5
PS,Juggernaut Review,4
PS,Jojo's Bizarre Adventure Review,8
PS,Jade Cocoon: Story of Tamamayu Review,7
PS,Intelligent Qube Review,6
PS,Independence Day Review,5
PS,Hydro Thunder Review,6
PC,ZPC Review,3
PC,Zork Nemesis Review,7
PC,Zork Grand Inquisitor Review,8
PC,Zoop Review,7
PC,Zone Raiders Review,6
PC,You Don't Know Jack Review,9
PC,Yoot Tower Review,4
PC,Yoda Stories Review,4
PC,You Don't Know Jack Volume 3 Review,8
PC,You Don't Know Jack Volume 2 Review,9
PC,Y2K: The Game Review,6
PC,Extreme Winter Sports Review,2
PC,X-Wing Collector Series Review,8
PC,X-Wing vs. TIE Fighter Review,7
PC,X-Wing vs. TIE Fighter: Balance of Power Review,8
PC,XS Review,4
PC,X-Men: The Ravages of Apocalypse Review,4
PC,The X-Files Game Review,5
PC,X-COM: UFO Defense Review,9
PC,X-COM: Terror From the Deep Review,7
PC,X-COM: Interceptor Review,7
PC,XCar: Experimental Racing Review,6
PC,Extreme Boards & Blades Review,5
PC,WWF In Your House Review,5
PC,WWII Fighters Review,9
PC,Nations: WWII Fighter Command Review,5
PC,Wall Street Trader 2000 Review,7
PC,World Cup 98 Review,8
PC,Worms 2 Review,8
PC,Smart Games Word Puzzles Review,6
PC,Hoyle Word Games Review,7
PC,Wooden Ships & Iron Men Review,6
PC,Wipeout XL Review,7
PC,Witchaven Review,5
PC,Wing Commander IV: The Price of Freedom Review,8
PC,Wild Wild West: The Steel Assassin Review,5
PC,Wheel of Fortune Review,5
PC,Wetrix Review,6
PC,West Front Review,8
PC,Warcraft II: Beyond the Dark Portal Review,9
PC,Waterworld Review,4
PC,War Wind II: Human Onslaught Review,8
PC,War Wind Review,8
PC,Warlords III: Reign of Heroes Review,8
PC,Warlords III: Darklords Rising Review,8
PC,War Inc. Review,5
PC,WarGods Review,5
PC,Wargasm Review,7
PC,WarGames Review,7
PC,Warcraft II: Tides of Darkness Review,9
PC,The War College Review,4
PC,WarBreeds Review,6
PC,WarBirds Review,8
PC,Wages of War: The Business of Battle Review,8
PC,Warcraft II: Battle.net Edition Review,8
PC,Virtual Snooker Review,7
PC,VR Soccer Review,6
PC,VR Baseball - Hardware Accelerated Review,6
PC,VR Baseball 2000 Review,7
PC,Virus: The Game Review,2
PC,Virtua Squad Review,7
PC,Virtua Squad 2 Review,7
PC,Virtual Pool Review,7
PC,Virtual On Cybertroopers Review,5
PC,Virtual Jigsaw: MasterPieces Edition Review,6
PC,Virtual Pool 2 Review,7
PC,Vigilance Review,5
PC,Versailles 1685 Review,6
PC,Vangers: One for the Road Review,4
PC,U.S. Navy Fighters '97 Review,7
PC,USCF Chess Review,5
PC,Urban Assault Review,6
PC,Uprising Review,7
PC,Uprising 2: Lead and Destroy Review,7
PC,USAF Review,8
PC,Unnecessary Roughness '96 Review,7
PC,Ungaria Review,5
PC,Descent to Undermountain Review,3
PC,UltraCorps Review,8
PC,Ultim@te Race Pro Review,7
PC,The Ultimate RPG Archives Review,7
PC,Ultima Collection Review,7
PC,Tzar: The Burden of the Crown Review,6
PC,Twisted Metal 2 Review,6
PC,Twinsen's Odyssey Review,8
PC,Turok: Dinosaur Hunter Review,7
PC,Front Page Sports: Trophy Rivers Review,6
PC,Triple Play 99 Review,8
PC,Triple Play 98 Review,8
PC,Triple Play 97 Review,9
PC,Tribal Rage Review,3
PC,TrickStyle Review,6
PC,Treasure Quest Review,3
PC,Tracer Review,6
PC,Triple Play 2001 Review,4
PC,Triple Play 2000 Review,7
PC,Total Pinball 3D Review,5
PC,Total Mayhem Review,7
PC,Total Distortion Review,6
PC,Total Control Football Review,5
PC,Torin's Passage Review,7
PC,Top Gun: Hornet's Nest Review,3
PC,Top Gun: Fire at Will Review,3
PC,Tony La Russa Baseball 3: 1996 Edition Review,8
PC,Toy Story Review,6
PC,The Tone Rebellion Review,8
PC,Tomb Raider Review,8
PC,Tomb Raider III Review,6
PC,Touring Car Challenge Review,8
PC,Star Trek: The Next Generation - Birth of the Federation Review,7
PC,Total Knockout Review,4
PC,Titanic: Adventure out of Time Review,6
PC,Pro Pinball: Timeshock! Review,8
PC,Timelapse Review,7
PC,Tiger Woods 99 Review,7
PC,Tiger Woods PGA Tour 2000 Review,7
PC,TIE Fighter: Collector's CD-ROM Review,8
PC,Thunderscape Review,7
PC,Test Drive 5 Review,6
PC,The Dame Was Loaded Review,6
PC,Test Drive: Off-Road Review,6
PC,Test Drive 6 Review,4
PC,Terra Nova Review,9
PC,Terracide Review,6
PC,Terminal Velocity Review,6
PC,Temujin: The Capricorn Collection Review,5
PC,Team Apache Review,7
PC,Test Drive: Off-Road 3 Review,6
PC,Test Drive: Off-Road 2 Review,4
PC,Thunder Brigade Review,5
PC,Tanarus Review,8
PC,Tanktics Review,5
PC,Take No Prisoners Review,7
PC,Syn-Factor Review,4
PC,SWIV 3D Review,8
PC,SWAT 3: Close Quarters Battle Review,8
PC,Police Quest: SWAT 2 Review,5
PC,Surface Tension Review,6
PC,Superbike World Championship Review,8
PC,F/A-18E Super Hornet Review,6
PC,Superbike 2000 Review,8
PC,Superbike World Champions Review,8
PC,SubSpace Review,7
PC,Sub Culture Review,7
PC,Z Review,7
PC,Su-27 Flanker Review,7
PC,Toonstruck Review,8
PC,Striker 96 Review,7
PC,Streets of SimCity Review,4
PC,Stratosphere Review,6
PC,Stratego Review,7
PC,Nuclear Strike Review,7
PC,North vs. South Review,5
PC,Norse by Norsewest Review,8
PC,Noir Review,4
PC,NIRA Intense Import Drag Racing Review,6
PC,Nine Review,7
PC,Nihilist Review,6
PC,Nightmare Creatures Review,5
PC,Ring: The Legend of the Nibelungen Review,3
PC,NHRA Drag Racing Review,5
PC,NHL Powerplay '98 Review,7
PC,NHL Powerplay '96 Review,8
PC,NHL 99 Review,8
PC,NHL 98 Review,9
PC,NHL 97 Review,8
PC,Stonekeep Review,6
PC,Space Bunnies Must Die! Review,5
PC,Space Bar Review,7
PC,South Park Review,4
PC,SoulTrap Review,5
PC,Sorry! CD-ROM Review,7
PC,Sonic CD Review,5
PC,Sonic 3D Blast Review,5
PC,Solid Ice Review,4
PC,Soldiers at War Review,8
PC,Soldier Boyz Review,3
PC,BattleTech: Solaris Review,8
PC,SODA Off-Road Racing Review,7
PC,Worldwide Soccer Review,6
PC,Sid Meier's Gettysburg! Review,9
PC,Smart Games Challenge 3 Review,7
PC,Slave Zero Review,6
PC,They Call Me... The Skul and The Suit Review,2
PC,SkullCracker Review,1
PC,Sin Mission Pack: Wages of Sin Review,7
PC,Sinistar: Unleashed Review,6
PC,SimPark Review,6
PC,SimIsle: Missions in the Rainforest Review,7
PC,SimCopter Review,7
PC,SimCity 2000 CD-ROM Review,7
PC,SimCity 2000: Network Edition Review,7
PC,Silent Thunder: A-10 Tank Killer II Review,8
PC,Silent Hunter Review,8
PC,Shivers Review,6
PC,Shivers II: Harvest of Souls Review,8
PC,Shipwreckers! Review,6
PC,Battleground 4: Shiloh Review,8
PC,Lost Files of Sherlock Holmes: Case of the Rose Tattoo Review,6
PC,Shellshock Review,4
PC,Shattered Light Review,3
PC,Shanghai: Second Dynasty Review,7
PC,Shanghai: Dynasty Review,8
PC,Shadows over Riva Review,7
PC,Shadow Master Review,4
PC,Shadow Company: Left for Dead Review,6
PC,Shadow Watch Review,7
PC,Shadoan Review,7
PC,Shadows of the Empire Review,5
PC,Sci-Fi Channel Trivia Game Review,5
